freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NR,F,TOTAL,SK	2701168 	2714798 	2712647 	2723925 	2736408 	2747306 	2754078 	2760498 	2765645 	2769690 	2773531 	2766271 	2767030 	2765119 	2763744 	2763661 	2763073 	2762525 	2762376 	2764064 	2766864 	2767273 	2772570 	2774857 	2776889 	2779021 	2780170 	2783659 	2786606 	2789344 	2792523 	2793295 	2776809 	2773698 	2771470 
A,NR,F,TOTAL,SK0	2701168 	2714798 	2712647 	2723925 	2736408 	2747306 	2754078 	2760498 	2765645 	2769690 	2773531 	2766271 	2767030 	2765119 	2763744 	2763661 	2763073 	2762525 	2762376 	2764064 	2766864 	2767273 	2772570 	2774857 	2776889 	2779021 	2780170 	2783659 	2786606 	2789344 	2792523 	2793295 	2776809 	2773698 	2771470 
A,NR,F,TOTAL,SK01	: 	: 	: 	: 	: 	: 	324468 	324971 	324928 	324394 	324137 	315492 	315610 	314544 	313301 	312618 	312386 	312326 	312450 	313217 	314781 	315848 	319241 	322376 	325354 	328848 	332674 	336922 	341252 	345634 	350480 	354201 	375415 	377648 	379686 
A,NR,F,TOTAL,SK02	: 	: 	: 	: 	: 	: 	960956 	961804 	962279 	962635 	962991 	961052 	959807 	957062 	955147 	953539 	951339 	949097 	947436 	946363 	944486 	942164 	942107 	941111 	940002 	938864 	936906 	935761 	934169 	932710 	931464 	929480 	925349 	922605 	920361 
A,NR,F,TOTAL,SK03	: 	: 	: 	: 	: 	: 	690286 	691690 	692775 	693897 	694459 	694771 	694696 	694423 	694144 	694148 	693675 	693234 	692731 	692371 	692268 	691700 	691711 	690936 	690026 	689168 	687754 	686847 	685917 	684707 	683392 	681921 	668944 	666536 	664320 
A,NR,F,TOTAL,SK04	: 	: 	: 	: 	: 	: 	778368 	782033 	785663 	788764 	791944 	794956 	796917 	799090 	801152 	803356 	805673 	807868 	809759 	812113 	815329 	817561 	819511 	820434 	821507 	822141 	822836 	824129 	825268 	826293 	827187 	827693 	807101 	806909 	807103 
A,NR,F,TOTAL,TR	27381953 	27989019 	28548541 	29112544 	29677549 	30241536 	30811583 	31390590 	31971594 	32547564 	33100471 	32330652 b	32759611 	33153312 	33541375 	33948680 	34369633 	34800258 	35209723 	35615946 	36098842 	36679806 	37191315 	37671216 	38194504 	38711602 	39229862 	39771221 	40275390 	40863902 	41433861 	41698377 	42252172 	42575441 	42638306 
A,NR,F,TOTAL,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6282073 	6310392 	6416161 	6600591 	6778259 	6897832 	7044746 	7155860 	7296935 	7379726 	7499740 	7525493 	7729011 	7711616 	7907214 	7952131 	7849137 
A,NR,F,TOTAL,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6282073 	6310392 	6416161 	6600591 	6778259 	6897832 	7044746 	7155860 	7296935 	7379726 	7499740 	7525493 	7729011 	7711616 	7907214 	7952131 	7849137 
A,NR,F,TOTAL,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1497920 	1525084 	1541090 	1559091 	1575882 	1597570 	1616870 	1652388 	1671905 	1700366 	1727391 	1761176 	1778337 	1798565 	1829241 	1859256 	1891986 
A,NR,F,TOTAL,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	707638 	726663 	737577 	749613 	761869 	774952 	787984 	804725 	824315 	843581 	863585 	879769 	893131 	907953 	927216 	948129 	967573 
A,NR,F,TOTAL,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	790282 	798421 	803513 	809478 	814013 	822618 	828886 	847663 	847590 	856785 	863806 	881407 	885206 	890612 	902025 	911127 	924413 
A,NR,F,TOTAL,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4630051 	4692930 	4749839 	4800146 	4844092 	4893185 	4948461 	5016835 	5073377 	5137907 	5194821 	5262179 	5315936 	5352654 	5407603 	5458196 	5492977 
A,NR,F,TOTAL,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1866774 	1898186 	1934627 	1963480 	1986144 	2006213 	2033740 	2062648 	2090191 	2118913 	2146129 	2167934 	2192932 	2207468 	2226502 	2246340 	2258345 
A,NR,F,TOTAL,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1300812 	1328460 	1345038 	1363692 	1382430 	1398326 	1418819 	1452688 	1472339 	1493914 	1512106 	1541674 	1560378 	1576460 	1601732 	1624740 	1642671 
A,NR,F,TOTAL,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1462465 	1466284 	1470174 	1472974 	1475518 	1488646 	1495902 	1501499 	1510847 	1525080 	1536586 	1552571 	1562626 	1568726 	1579369 	1587116 	1591961 
A,NR,F,TOTAL,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3200043 	3280951 	3339890 	3406031 	3462608 	3516964 	3583151 	3652119 	3732183 	3821406 	3894210 	3969745 	4045079 	4105479 	4176730 	4244878 	4292610 
A,NR,F,TOTAL,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1682061 	1723603 	1753723 	1788340 	1815936 	1838994 	1869686 	1901136 	1936042 	1974707 	2003169 	2039902 	2076404 	2104194 	2134495 	2165188 	2182082 
A,NR,F,TOTAL,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1517982 	1557348 	1586167 	1617691 	1646672 	1677970 	1713465 	1750983 	1796141 	1846699 	1891041 	1929843 	1968675 	2001285 	2042235 	2079690 	2110528 
A,NR,F,TOTAL,TR5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3346417 	3392243 	3456209 	3527379 	3597978 	3647651 	3704779 	3770188 	3844600 	3904216 	3964267 	4012174 	4095263 	4115705 	4178297 	4211505 	4243367 
A,NR,F,TOTAL,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2241723 	2281160 	2332169 	2392490 	2451835 	2491086 	2537558 	2587267 	2649340 	2693087 	2742534 	2775085 	2845226 	2857445 	2903916 	2925806 	2943121 
A,NR,F,TOTAL,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1104694 	1111083 	1124040 	1134889 	1146143 	1156565 	1167221 	1182921 	1195260 	1211129 	1221733 	1237089 	1250037 	1258260 	1274381 	1285699 	1300246 
A,NR,F,TOTAL,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4429733 	4514032 	4589327 	4663222 	4726836 	4789230 	4861134 	4931716 	4999817 	5067188 	5126646 	5212302 	5291184 	5360899 	5426866 	5489272 	5397546 
A,NR,F,TOTAL,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1208081 	1245853 	1277908 	1308782 	1341198 	1372470 	1407178 	1439248 	1474284 	1499542 	1518780 	1560687 	1604546 	1621111 	1666400 	1699003 	1705324 
A,NR,F,TOTAL,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1806612 	1823315 	1850021 	1875034 	1892627 	1909117 	1930708 	1950047 	1967240 	1988599 	2006093 	2022262 	2041739 	2066591 	2079264 	2094441 	2104115 
A,NR,F,TOTAL,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1415040 	1444864 	1461398 	1479406 	1493011 	1507643 	1523248 	1542421 	1558293 	1579047 	1601773 	1629353 	1644899 	1673197 	1681202 	1695828 	1588107 
A,NR,F,TOTAL,TR7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1893972 	1895765 	1912994 	1920062 	1921659 	1926993 	1937229 	1944798 	1950280 	1975476 	1990674 	2033866 	2038426 	2044426 	2054825 	2063011 	2094457 
A,NR,F,TOTAL,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	748180 	750202 	756509 	754854 	752196 	754007 	757477 	756011 	760810 	775464 	783557 	804766 	806157 	808725 	812508 	817763 	835419 
A,NR,F,TOTAL,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1145792 	1145563 	1156485 	1165208 	1169463 	1172986 	1179752 	1188787 	1189470 	1200012 	1207117 	1229100 	1232269 	1235701 	1242317 	1245248 	1259038 
A,NR,F,TOTAL,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2262279 	2266353 	2274058 	2266431 	2260163 	2264569 	2267586 	2265416 	2272599 	2294152 	2305100 	2353820 	2343508 	2335010 	2350651 	2348690 	2382774 
A,NR,F,TOTAL,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	515444 	518543 	518553 	517368 	514639 	514033 	513550 	513000 	515444 	519990 	521669 	525899 	524729 	520403 	524376 	524880 	528514 
A,NR,F,TOTAL,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	372112 	373601 	376851 	374726 	373264 	375944 	383564 	380315 	381647 	384481 	385087 	409229 	396580 	393247 	396649 	399264 	414939 
A,NR,F,TOTAL,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1374723 	1374209 	1378654 	1374337 	1372260 	1374592 	1370472 	1372101 	1375508 	1389681 	1398344 	1418692 	1422199 	1421360 	1429626 	1424546 	1439321 
A,NR,F,TOTAL,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1256683 	1262317 	1270474 	1269479 	1264282 	1279929 	1283382 	1291674 	1293111 	1327030 	1321793 	1362809 	1348360 	1341656 	1349044 	1348187 	1370725 
A,NR,F,TOTAL,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1256683 	1262317 	1270474 	1269479 	1264282 	1279929 	1283382 	1291674 	1293111 	1327030 	1321793 	1362809 	1348360 	1341656 	1349044 	1348187 	1370725 
A,NR,F,TOTAL,TRA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1082079 	1070062 	1071135 	1076920 	1082682 	1084604 	1080610 	1077875 	1073580 	1078128 	1071371 	1081697 	1079548 	1075645 	1071669 	1059370 	1063542 
A,NR,F,TOTAL,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	532265 	523541 	525394 	527061 	529892 	530581 	528084 	529081 	528533 	536812 	533606 	540996 	538847 	534632 	538256 	535906 	538970 
A,NR,F,TOTAL,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	549814 	546521 	545741 	549859 	552790 	554023 	552526 	548794 	545047 	541316 	537765 	540701 	540701 	541013 	533413 	523464 	524572 
A,NR,F,TOTAL,TRB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1753884 	1768495 	1782798 	1806453 	1808776 	1831602 	1852051 	1865395 	1872385 	1878909 	1892872 	1921590 	1933299 	1945288 	1941070 	1938162 	1914776 
A,NR,F,TOTAL,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	798578 	805114 	807245 	814220 	823434 	828660 	835588 	841825 	844787 	851536 	858675 	875917 	876171 	878771 	881078 	886153 	858451 
A,NR,F,TOTAL,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	955306 	963381 	975553 	992233 	985342 	1002942 	1016463 	1023570 	1027598 	1027373 	1034197 	1045673 	1057128 	1066517 	1059992 	1052009 	1056325 
A,NR,F,TOTAL,TRC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3574589 	3637322 	3694867 	3784001 	3868098 	3941087 	4014505 	4087338 	4149090 	4206717 	4286505 	4367051 	4435910 	4511434 	4558962 	4602783 	4644409 
A,NR,F,TOTAL,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1134275 	1156066 	1177587 	1203683 	1228582 	1250937 	1274927 	1297834 	1320569 	1343141 	1365015 	1384062 	1404888 	1424181 	1440575 	1454695 	1447484 
A,NR,F,TOTAL,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1491597 	1521277 	1551600 	1593444 	1632894 	1667769 	1697758 	1730879 	1761669 	1792797 	1829285 	1866018 	1897813 	1932769 	1951190 	1970520 	1996283 
A,NR,F,TOTAL,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	948717 	959979 	965680 	986874 	1006622 	1022381 	1041820 	1058625 	1066852 	1070779 	1092205 	1116971 	1133209 	1154484 	1167197 	1177568 	1200642 
A,NR,F,TOTAL,UK	29383284 	29474366 	29568669 	29641149 	29714215 	29787456 	29849164 	29910222 	29979899 	30061268 	30150784 	30238346 	30336950 	30452240 	30582491 	30762960 	30968983 	31178445 	31407298 	31625820 	31841228 	32071042 	32288962 	32481171 	32687816 	32919294 	33152984 	33364404 	33563620 	33746076 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKC	1332572 	1334070 	1334600 	1336900 	1335400 	1331800 	1327700 	1324500 	1319300 	1315300 	1311254 	1308740 	1307859 	1307836 	1307470 	1307886 	1309722 	1312531 	1315626 	1317900 	1321054 	1324998 	1327917 	1330495 	1333974 	1336634 	1340086 	1344735 	1348035 	1352093 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKC1	593411 	595141 	595400 	595000 	595000 	594600 	593800 	591700 	590800 	590400 	590235 	590000 	589611 	589589 	589976 	590732 	591875 	593424 	595301 	596707 	598145 	600081 	601378 	602275 	603650 	604954 	606599 	608422 	610074 	611757 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKC2	739161 	738929 	739200 	740900 	740500 	737400 	735200 	732100 	728800 	724600 	721010 	718745 	718248 	718247 	717494 	717154 	717847 	719107 	720325 	721193 	722909 	724917 	726539 	728220 	730324 	731680 	733487 	736313 	737961 	740336 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD	3529586 	3533265 	3530500 	3529900 	3526800 	3519900 	3510300 	3499800 	3494900 	3489300 	3485177 	3485207 	3485245 	3490943 	3499082 	3508822 	3522021 	3533730 	3544170 	3554675 	3566668 	3580837 	3594467 	3604462 	3615072 	3630862 	3650371 	3668991 	3682929 	3696896 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD1	250649 	250369 	249600 	249500 	249900 	249800 	249500 	250000 	250100 	250400 	249655 	249744 	250089 	251045 	252387 	253619 	254459 	255142 	255327 	254893 	254328 	253871 	253544 	253018 	252904 	252873 	252817 	252753 	252477 	252404 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD3	1309536 	1311811 	1310900 	1309300 	1306500 	1302900 	1299300 	1295000 	1292000 	1290400 	1287731 	1286963 	1286809 	1290102 	1294483 	1299479 	1307093 	1314884 	1323480 	1332953 	1342452 	1352563 	1361489 	1367746 	1374541 	1383689 	1395030 	1404994 	1413632 	1420428 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD4	723852 	725566 	725400 	727500 	728600 	728000 	726800 	725400 	724600 	724800 	725452 	727500 	728844 	730550 	732899 	735074 	737389 	738899 	739176 	739306 	740326 	741805 	743129 	744302 	744717 	746409 	748853 	751854 	752984 	755320 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	443727 	445231 	446855 	448817 	451375 	453836 	455734 	456844 	457909 	459338 	460926 	462518 	464585 	466543 	468547 	470873 	472753 	474807 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKD7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	775776 	774015 	772458 	771833 	771705 	770969 	770453 	770679 	771653 	773260 	775379 	776878 	778325 	781348 	785124 	788517 	791083 	793937 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKE	2530167 	2536590 	2540500 	2545200 	2548500 	2549400 	2547800 	2546100 	2544200 	2544100 	2545622 	2551123 	2562114 	2574867 	2586660 	2600501 	2614527 	2626619 	2640254 	2653165 	2665501 	2679212 	2692495 	2703206 	2713354 	2725418 	2739587 	2753429 	2764759 	2777185 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKE1	444699 	446545 	447700 	449200 	450400 	451100 	449600 	448700 	447800 	446800 	446484 	446603 	448422 	451528 	454646 	457205 	458981 	460410 	462111 	463112 	463570 	464531 	465787 	466517 	466863 	467387 	468129 	469027 	469767 	470634 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKE2	365880 	367608 	368500 	370100 	371200 	374400 	375900 	376800 	377900 	379700 	381830 	384551 	387295 	389463 	391651 	393892 	395932 	397819 	399747 	401367 	403272 	405433 	407125 	408486 	410471 	411939 	413643 	415580 	416780 	418436 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKE3	660134 	660537 	660200 	659500 	658200 	657000 	654600 	653600 	651600 	651200 	649301 	648716 	650038 	652425 	654642 	657385 	660550 	663468 	666828 	670832 	674871 	679240 	683310 	686092 	689586 	693142 	697127 	701074 	704606 	708455 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKE4	1059454 	1061900 	1064400 	1066600 	1067800 	1066900 	1067600 	1066200 	1066100 	1066600 	1068016 	1071242 	1076359 	1081451 	1085721 	1092019 	1099064 	1104922 	1111568 	1117854 	1123788 	1130008 	1136273 	1142111 	1146434 	1152950 	1160688 	1167748 	1173606 	1179660 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKF	2031426 	2040696 	2049100 	2060100 	2069000 	2078300 	2085900 	2092400 	2098700 	2105600 	2114661 	2123766 	2137051 	2153607 	2171142 	2188922 	2206174 	2224795 	2243377 	2260360 	2276863 	2292931 	2308071 	2323143 	2339890 	2358626 	2378953 	2401083 	2416821 	2432137 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKF1	990540 	993198 	995100 	997700 	999600 	1001200 	1002000 	1002700 	1004300 	1004600 	1006086 	1007278 	1010971 	1016571 	1022464 	1028655 	1033848 	1038855 	1045127 	1051981 	1058744 	1064975 	1070947 	1077056 	1083500 	1090124 	1097282 	1105333 	1111286 	1116822 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKF2	742765 	747238 	751500 	757100 	760600 	765300 	769900 	772700 	776100 	778800 	783676 	787830 	793321 	799984 	806981 	814745 	823382 	832662 	840972 	847875 	854644 	862190 	869613 	876289 	883625 	892883 	903049 	913857 	921552 	929148 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKF3	298121 	300260 	302100 	305400 	308600 	311200 	314200 	316300 	318800 	321900 	324901 	328664 	332759 	337052 	341697 	345522 	348944 	353278 	357278 	360504 	363475 	365766 	367511 	369798 	372765 	375619 	378622 	381893 	383983 	386167 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKG	2660135 	2665255 	2667800 	2673000 	2676200 	2679700 	2682000 	2682600 	2685300 	2687800 	2686770 	2689125 	2698034 	2709526 	2719032 	2730162 	2745255 	2761809 	2780822 	2798727 	2814442 	2831988 	2848922 	2863811 	2880210 	2898662 	2920463 	2944512 	2962074 	2979793 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKG1	593293 	594945 	593000 	596700 	600600 	604400 	606200 	608700 	612100 	614900 	617648 	621327 	625587 	629330 	632298 	635328 	639342 	644117 	648789 	652123 	654154 	656400 	659122 	661531 	664794 	668115 	672004 	677386 	680393 	684905 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKG2	733792 	736724 	738100 	739400 	740900 	744200 	745000 	746900 	750200 	752500 	753781 	756241 	759075 	761828 	764664 	767667 	771639 	776217 	780889 	784431 	787400 	791098 	794167 	796598 	799499 	802375 	805811 	810491 	813248 	816958 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKG3	1333050 	1333586 	1336600 	1336800 	1334100 	1330600 	1330500 	1327000 	1321700 	1319700 	1315343 	1311557 	1313372 	1318368 	1322070 	1327167 	1334274 	1341475 	1351144 	1362173 	1372888 	1384490 	1395633 	1405682 	1415917 	1428172 	1442648 	1456635 	1468433 	1477930 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKH	2590931 	2604074 	2615700 	2625600 	2635200 	2649300 	2661400 	2677500 	2694800 	2712800 	2732185 	2747186 	2760249 	2778993 	2800908 	2823716 	2845879 	2867080 	2891626 	2914967 	2938505 	2964706 	2989252 	3012876 	3039085 	3068738 	3095079 	3117882 	3141674 	3161549 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKH1	1039887 	1048854 	1054400 	1056500 	1060600 	1067200 	1073500 	1081100 	1088000 	1096100 	1103258 	1108660 	1113365 	1123299 	1136332 	1149128 	1159996 	1169100 	1178786 	1187772 	1197031 	1207340 	1216277 	1223958 	1231040 	1240975 	1249559 	1258229 	1265436 	1271705 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKH2	763286 	765887 	771200 	774300 	777800 	781500 	784500 	788200 	794000 	800500 	806852 	811914 	816092 	820483 	824433 	828644 	834148 	840625 	848912 	857451 	866398 	876328 	886116 	895910 	906204 	917194 	927316 	934106 	943044 	949568 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKH3	787758 	789333 	791100 	794200 	797400 	801600 	804800 	807600 	811800 	816900 	822077 	826613 	830792 	835211 	840143 	845944 	851735 	857355 	863928 	869744 	875076 	881038 	886859 	893008 	901841 	910569 	918204 	925547 	933194 	940276 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI	: 	: 	3534000 	3540600 	3554700 	3571600 	3592600 	3615000 	3633200 	3659500 	3687385 	3712703 	3735130 	3748652 	3762987 	3797456 	3841836 	3884920 	3936262 	3997427 	4057938 	4118294 	4176918 	4227260 	4278395 	4333168 	4380927 	4413309 	4459811 	4495987 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	519908 	524442 	528872 	537417 	543942 	545109 	545011 	546198 	548945 	552468 	557048 	560064 	565750 	573122 	578568 	582179 	586649 	594577 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	929561 	932443 	934377 	942206 	955642 	972272 	993112 	1017005 	1038303 	1058718 	1079257 	1098635 	1117801 	1138083 	1155695 	1168264 	1184124 	1196221 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	808807 	813022 	816332 	821773 	830015 	839488 	851504 	865578 	880357 	895471 	908068 	918630 	930256 	942767 	954613 	962481 	973938 	980982 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	591149 	591201 	591943 	595059 	599319 	603720 	609479 	615606 	621234 	627528 	635214 	642784 	649484 	655843 	661628 	665304 	671918 	675632 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKI7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	885705 	887544 	891463 	901001 	912918 	924331 	937156 	953040 	969099 	984109 	997331 	1007147 	1015104 	1023353 	1030423 	1035081 	1043182 	1048575 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKJ	3894368 	3910300 	3919400 	3932700 	3947900 	3969400 	3990700 	4011300 	4032100 	4055200 	4079429 	4093587 	4104808 	4119240 	4140722 	4172195 	4207303 	4242234 	4278679 	4311535 	4347158 	4384383 	4418935 	4452705 	4489117 	4526665 	4562648 	4593783 	4624825 	4652694 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKJ1	978841 	986651 	993300 	999600 	1005600 	1015700 	1025400 	1033800 	1041000 	1046900 	1052531 	1056222 	1058374 	1061960 	1068084 	1078066 	1089478 	1100104 	1111162 	1121475 	1132493 	1143660 	1153917 	1164028 	1173741 	1184399 	1194093 	1201884 	1210098 	1217853 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKJ2	1273695 	1277117 	1277700 	1279300 	1281700 	1285700 	1289200 	1295500 	1301900 	1310700 	1319548 	1322302 	1324672 	1328091 	1333056 	1340385 	1350091 	1361045 	1371769 	1381066 	1391196 	1401495 	1411054 	1420832 	1433616 	1445600 	1456886 	1466027 	1476062 	1484638 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKJ3	856511 	859908 	863200 	867900 	873500 	878900 	884600 	888400 	892900 	898000 	900585 	903907 	906784 	910030 	914888 	922077 	928653 	933767 	939610 	945591 	952643 	960271 	966971 	972839 	978815 	985339 	991922 	998065 	1003409 	1007611 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKJ4	785321 	786624 	787400 	786100 	787300 	788900 	791400 	794200 	796500 	801700 	806762 	811161 	814978 	819159 	824694 	831667 	839081 	847318 	856138 	863403 	870826 	878957 	886993 	895006 	902945 	911327 	919747 	927807 	935256 	942592 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKK	2405725 	2415677 	2424500 	2435000 	2445800 	2457600 	2465200 	2475200 	2488900 	2501300 	2517691 	2532334 	2545342 	2558936 	2571940 	2591038 	2611197 	2630729 	2650457 	2663483 	2676232 	2692753 	2710679 	2728446 	2748323 	2771282 	2793781 	2814874 	2833865 	2852825 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKK1	1047772 	1052775 	1058700 	1064100 	1067800 	1071300 	1073300 	1078100 	1085000 	1092000 	1099258 	1104510 	1108951 	1114545 	1121310 	1131481 	1142294 	1151963 	1161766 	1169911 	1177852 	1186622 	1195851 	1205538 	1216806 	1228931 	1240908 	1251171 	1261532 	1271864 	: 	: 	: 	: 	: 
A,NR,F,TOTAL,UKK2	579760 	582298 	584600 	587100 	590600 	594500 	598000 	601600 	605400 	608000 	611030 	614702 	618383 	621498 	623494 	626710 	630278 	634957 	639971 	642557 	645405 	649629 	653684 	657076 	660437 	664677 	669013 	673020 	676428 	679489 	: 	: 	: 	: 	: 
